npc_id,npc_level_combat,npc_name,npc_examine_text,npc_tile_size,npc_time_respawn
7149,0,NPC #7149,It's an NPC.,1,0
7161,6,NPC #7161,It's an NPC.,1,0
7170,0,NPC #7170,It's an NPC.,1,0
7179,1,NPC #7179,It's an NPC.,1,0
7191,1,NPC #7191,It's an NPC.,1,0
7201,0,NPC #7201,It's an NPC.,1,0
7211,0,NPC #7211,It's an NPC.,1,0
7217,0,NPC #7217,It's an NPC.,1,0
7229,0,NPC #7229,It's an NPC.,1,0
7570,122,NPC #7570,It's an NPC.,1,0
7581,115,NPC #7581,It's an NPC.,1,0
7600,0,NPC #7600,It's an NPC.,1,0
7607,120,NPC #7607,It's an NPC.,1,0
7619,120,NPC #7619,It's an NPC.,1,0
7627,120,NPC #7627,It's an NPC.,1,0
7637,1,NPC #7637,It's an NPC.,1,0
7647,80,NPC #7647,It's an NPC.,1,0
7660,80,NPC #7660,It's an NPC.,1,0
7668,0,NPC #7668,It's an NPC.,1,0
7680,0,NPC #7680,It's an NPC.,1,0
7687,0,NPC #7687,It's an NPC.,1,0
7698,130,NPC #7698,It's an NPC.,1,0
7708,1,NPC #7708,It's an NPC.,1,0
7717,0,NPC #7717,It's an NPC.,1,0
7728,1,NPC #7728,It's an NPC.,1,0
7737,0,NPC #7737,It's an NPC.,1,0
7747,0,NPC #7747,It's an NPC.,1,0
7774,40,NPC #7774,It's an NPC.,1,0
7781,0,NPC #7781,It's an NPC.,1,0
7792,69,NPC #7792,It's an NPC.,1,0
7801,96,NPC #7801,It's an NPC.,1,0
7810,1,NPC #7810,It's an NPC.,1,0
7822,0,NPC #7822,It's an NPC.,1,0
7833,0,NPC #7833,It's an NPC.,1,0
7843,0,NPC #7843,It's an NPC.,1,0
7855,0,NPC #7855,It's an NPC.,1,0
7863,0,NPC #7863,It's an NPC.,1,0
7873,2,NPC #7873,It's an NPC.,1,0
7882,2,NPC #7882,It's an NPC.,1,0
7890,0,NPC #7890,It's an NPC.,1,0
7903,0,NPC #7903,It's an NPC.,1,0
7910,0,NPC #7910,It's an NPC.,1,0
7923,2,NPC #7923,It's an NPC.,1,0
7940,0,NPC #7940,It's an NPC.,1,0
7949,0,NPC #7949,It's an NPC.,1,0
7963,0,NPC #7963,It's an NPC.,1,0
7971,0,NPC #7971,It's an NPC.,1,0
7982,0,NPC #7982,It's an NPC.,1,0
7991,0,NPC #7991,It's an NPC.,1,0
8003,0,NPC #8003,It's an NPC.,1,0
8007,0,NPC #8007,It's an NPC.,1,0
8019,0,NPC #8019,It's an NPC.,1,0
8031,0,NPC #8031,It's an NPC.,1,0
8038,0,NPC #8038,It's an NPC.,1,0
8047,0,NPC #8047,It's an NPC.,1,0
8062,0,NPC #8062,It's an NPC.,1,0
8070,1,NPC #8070,It's an NPC.,1,0
8083,0,NPC #8083,It's an NPC.,1,0
8090,1,NPC #8090,It's an NPC.,1,0
8108,0,NPC #8108,It's an NPC.,1,0
8120,0,NPC #8120,It's an NPC.,1,0
8131,752,NPC #8131,It's an NPC.,1,0
8142,18,NPC #8142,It's an NPC.,1,0
8147,1,NPC #8147,It's an NPC.,1,0
8161,85,NPC #8161,It's an NPC.,1,0
8170,0,NPC #8170,It's an NPC.,1,0
8177,0,NPC #8177,It's an NPC.,1,0
8191,1,NPC #8191,It's an NPC.,1,0
8198,1,NPC #8198,It's an NPC.,1,0
8210,0,NPC #8210,It's an NPC.,1,0
8220,0,NPC #8220,It's an NPC.,1,0
6725,105,NPC #6725,It's an NPC.,1,0
6733,0,NPC #6733,It's an NPC.,1,0
6743,0,NPC #6743,It's an NPC.,1,0
6753,125,NPC #6753,It's an NPC.,1,0
6771,206,NPC #6771,It's an NPC.,1,0
6778,98,NPC #6778,It's an NPC.,1,0
6789,179,NPC #6789,It's an NPC.,1,0
6800,0,NPC #6800,It's an NPC.,1,0
6810,95,NPC #6810,It's an NPC.,1,0
6820,0,NPC #6820,It's an NPC.,1,0
6828,107,NPC #6828,It's an NPC.,1,0
6839,0,NPC #6839,It's an NPC.,1,0
6849,0,NPC #6849,It's an NPC.,1,0
6861,0,NPC #6861,It's an NPC.,1,0
6871,0,NPC #6871,It's an NPC.,1,0
6880,64,NPC #6880,It's an NPC.,1,0
6889,0,NPC #6889,It's an NPC.,1,0
6901,0,NPC #6901,It's an NPC.,1,0
6909,0,NPC #6909,It's an NPC.,1,0
6920,0,NPC #6920,It's an NPC.,1,0
6938,0,NPC #6938,It's an NPC.,1,0
6951,0,NPC #6951,It's an NPC.,1,0
6961,0,NPC #6961,It's an NPC.,1,0
6970,0,NPC #6970,It's an NPC.,1,0
6981,33,NPC #6981,It's an NPC.,1,0
6988,0,NPC #6988,It's an NPC.,1,0
7000,1,NPC #7000,It's an NPC.,1,0
7010,0,NPC #7010,It's an NPC.,1,0
7017,0,NPC #7017,It's an NPC.,1,0
7028,0,NPC #7028,It's an NPC.,1,0
7038,0,NPC #7038,It's an NPC.,1,0
7047,0,NPC #7047,It's an NPC.,1,0
7057,0,NPC #7057,It's an NPC.,1,0
7068,0,NPC #7068,It's an NPC.,1,0
7077,0,NPC #7077,It's an NPC.,1,0
7089,0,NPC #7089,It's an NPC.,1,0
7108,10,NPC #7108,It's an NPC.,1,0
7120,0,NPC #7120,It's an NPC.,1,0
7129,0,NPC #7129,It's an NPC.,1,0
7141,1,NPC #7141,It's an NPC.,1,0
7150,0,NPC #7150,It's an NPC.,1,0
7158,8,NPC #7158,It's an NPC.,1,0
7171,0,NPC #7171,It's an NPC.,1,0
7178,1,NPC #7178,It's an NPC.,1,0
7188,0,NPC #7188,It's an NPC.,1,0
7197,0,NPC #7197,It's an NPC.,1,0
7210,0,NPC #7210,It's an NPC.,1,0
7218,0,NPC #7218,It's an NPC.,1,0
7227,0,NPC #7227,It's an NPC.,1,0
7237,0,NPC #7237,It's an NPC.,1,0
7572,130,NPC #7572,It's an NPC.,1,0
7603,0,NPC #7603,It's an NPC.,1,0
7616,130,NPC #7616,It's an NPC.,1,0
7623,120,NPC #7623,It's an NPC.,1,0
7624,130,NPC #7624,It's an NPC.,1,0
7631,110,NPC #7631,It's an NPC.,1,0
7645,80,NPC #7645,It's an NPC.,1,0
7654,80,NPC #7654,It's an NPC.,1,0
7666,0,NPC #7666,It's an NPC.,1,0
7676,0,NPC #7676,It's an NPC.,1,0
7682,120,NPC #7682,It's an NPC.,1,0
7692,120,NPC #7692,It's an NPC.,1,0
7701,130,NPC #7701,It's an NPC.,1,0
7712,1,NPC #7712,It's an NPC.,1,0
7723,0,NPC #7723,It's an NPC.,1,0
7731,1,NPC #7731,It's an NPC.,1,0
7741,0,NPC #7741,It's an NPC.,1,0
7752,0,NPC #7752,It's an NPC.,1,0
7773,47,NPC #7773,It's an NPC.,1,0
7784,0,NPC #7784,It's an NPC.,1,0
7799,240,NPC #7799,It's an NPC.,1,0
7807,54,NPC #7807,It's an NPC.,1,0
7816,0,NPC #7816,It's an NPC.,1,0
7828,60,NPC #7828,It's an NPC.,1,0
7837,35,NPC #7837,It's an NPC.,1,0
7849,0,NPC #7849,It's an NPC.,1,0
7859,0,NPC #7859,It's an NPC.,1,0
7869,0,NPC #7869,It's an NPC.,1,0
7878,2,NPC #7878,It's an NPC.,1,0
7886,0,NPC #7886,It's an NPC.,1,0
7897,0,NPC #7897,It's an NPC.,1,0
7909,0,NPC #7909,It's an NPC.,1,0
7920,2,NPC #7920,It's an NPC.,1,0
7931,0,NPC #7931,It's an NPC.,1,0
7948,243,NPC #7948,It's an NPC.,1,0
7958,0,NPC #7958,It's an NPC.,1,0
7970,0,NPC #7970,It's an NPC.,1,0
7980,0,NPC #7980,It's an NPC.,1,0
7992,0,NPC #7992,It's an NPC.,1,0
7998,79,NPC #7998,It's an NPC.,1,0
8013,0,NPC #8013,It's an NPC.,1,0
8018,0,NPC #8018,It's an NPC.,1,0
8032,0,NPC #8032,It's an NPC.,1,0
8043,0,NPC #8043,It's an NPC.,1,0
8051,0,NPC #8051,It's an NPC.,1,0
8057,0,NPC #8057,It's an NPC.,1,0
8071,1,NPC #8071,It's an NPC.,1,0
8080,0,NPC #8080,It's an NPC.,1,0
8089,0,NPC #8089,It's an NPC.,1,0
8101,0,NPC #8101,It's an NPC.,1,0
8123,1,NPC #8123,It's an NPC.,1,0
8128,752,NPC #8128,It's an NPC.,1,0
8143,24,NPC #8143,It's an NPC.,1,0
8150,85,NPC #8150,It's an NPC.,1,0
8163,85,NPC #8163,It's an NPC.,1,0
8172,0,NPC #8172,It's an NPC.,1,0
8182,1,NPC #8182,It's an NPC.,1,0
8196,1,NPC #8196,It's an NPC.,1,0
8202,0,NPC #8202,It's an NPC.,1,0
8212,0,NPC #8212,It's an NPC.,1,0
8223,0,NPC #8223,It's an NPC.,1,0
8234,0,NPC #8234,It's an NPC.,1,0
8244,0,NPC #8244,It's an NPC.,1,0
8253,1,NPC #8253,It's an NPC.,1,0
6728,75,NPC #6728,It's an NPC.,1,0
6737,0,NPC #6737,It's an NPC.,1,0
6761,89,NPC #6761,It's an NPC.,1,0
6770,191,NPC #6770,It's an NPC.,1,0
6781,88,NPC #6781,It's an NPC.,1,0
6792,31,NPC #6792,It's an NPC.,1,0
6798,0,NPC #6798,It's an NPC.,1,0
6809,0,NPC #6809,It's an NPC.,1,0
6821,93,NPC #6821,It's an NPC.,1,0
6832,31,NPC #6832,It's an NPC.,1,0
6842,25,NPC #6842,It's an NPC.,1,0
6848,37,NPC #6848,It's an NPC.,1,0
6858,90,NPC #6858,It's an NPC.,1,0
6873,0,NPC #6873,It's an NPC.,1,0
6882,64,NPC #6882,It's an NPC.,1,0
6892,0,NPC #6892,It's an NPC.,1,0
6899,0,NPC #6899,It's an NPC.,1,0
6911,0,NPC #6911,It's an NPC.,1,0
6935,0,NPC #6935,It's an NPC.,1,0
6947,0,NPC #6947,It's an NPC.,1,0
6953,0,NPC #6953,It's an NPC.,1,0
6963,0,NPC #6963,It's an NPC.,1,0
6974,33,NPC #6974,It's an NPC.,1,0
6985,33,NPC #6985,It's an NPC.,1,0
6993,88,NPC #6993,It's an NPC.,1,0
7003,86,NPC #7003,It's an NPC.,1,0
7015,0,NPC #7015,It's an NPC.,1,0
7025,0,NPC #7025,It's an NPC.,1,0
7036,1,NPC #7036,It's an NPC.,1,0
7043,0,NPC #7043,It's an NPC.,1,0
7055,0,NPC #7055,It's an NPC.,1,0
7064,0,NPC #7064,It's an NPC.,1,0
7073,0,NPC #7073,It's an NPC.,1,0
7086,0,NPC #7086,It's an NPC.,1,0
7104,0,NPC #7104,It's an NPC.,1,0
7115,0,NPC #7115,It's an NPC.,1,0
7124,0,NPC #7124,It's an NPC.,1,0
7132,0,NPC #7132,It's an NPC.,1,0
7146,0,NPC #7146,It's an NPC.,1,0
7155,0,NPC #7155,It's an NPC.,1,0
7166,0,NPC #7166,It's an NPC.,1,0
7173,0,NPC #7173,It's an NPC.,1,0
7186,0,NPC #7186,It's an NPC.,1,0
7193,1,NPC #7193,It's an NPC.,1,0
7205,0,NPC #7205,It's an NPC.,1,0
7216,0,NPC #7216,It's an NPC.,1,0
7222,0,NPC #7222,It's an NPC.,1,0
7234,0,NPC #7234,It's an NPC.,1,0
7602,0,NPC #7602,It's an NPC.,1,0
7626,110,NPC #7626,It's an NPC.,1,0
7632,130,NPC #7632,It's an NPC.,1,0
7644,80,NPC #7644,It's an NPC.,1,0
7655,80,NPC #7655,It's an NPC.,1,0
7662,0,NPC #7662,It's an NPC.,1,0
7673,0,NPC #7673,It's an NPC.,1,0
7685,1,NPC #7685,It's an NPC.,1,0
7694,130,NPC #7694,It's an NPC.,1,0
7703,110,NPC #7703,It's an NPC.,1,0
7711,30,NPC #7711,It's an NPC.,1,0
7736,0,NPC #7736,It's an NPC.,1,0
7743,0,NPC #7743,It's an NPC.,1,0
7751,0,NPC #7751,It's an NPC.,1,0
7762,0,NPC #7762,It's an NPC.,1,0
7770,100,NPC #7770,It's an NPC.,1,0
7785,0,NPC #7785,It's an NPC.,1,0
7795,141,NPC #7795,It's an NPC.,1,0
7803,96,NPC #7803,It's an NPC.,1,0
7814,2,NPC #7814,It's an NPC.,1,0
7825,0,NPC #7825,It's an NPC.,1,0
7830,1,NPC #7830,It's an NPC.,1,0
7845,0,NPC #7845,It's an NPC.,1,0
7850,0,NPC #7850,It's an NPC.,1,0
7865,0,NPC #7865,It's an NPC.,1,0
7870,0,NPC #7870,It's an NPC.,1,0
7880,2,NPC #7880,It's an NPC.,1,0
7904,0,NPC #7904,It's an NPC.,1,0
7915,0,NPC #7915,It's an NPC.,1,0
7924,2,NPC #7924,It's an NPC.,1,0
7935,0,NPC #7935,It's an NPC.,1,0
7945,243,NPC #7945,It's an NPC.,1,0
7956,0,NPC #7956,It's an NPC.,1,0
7964,2,NPC #7964,It's an NPC.,1,0
7975,1,NPC #7975,It's an NPC.,1,0
7984,0,NPC #7984,It's an NPC.,1,0
7994,42,NPC #7994,It's an NPC.,1,0
8004,0,NPC #8004,It's an NPC.,1,0
8016,0,NPC #8016,It's an NPC.,1,0
8026,0,NPC #8026,It's an NPC.,1,0
8036,0,NPC #8036,It's an NPC.,1,0
8045,0,NPC #8045,It's an NPC.,1,0
8055,0,NPC #8055,It's an NPC.,1,0
8076,1,NPC #8076,It's an NPC.,1,0
8085,0,NPC #8085,It's an NPC.,1,0
8096,0,NPC #8096,It's an NPC.,1,0
8105,0,NPC #8105,It's an NPC.,1,0
8115,0,NPC #8115,It's an NPC.,1,0
8124,1,NPC #8124,It's an NPC.,1,0
8134,0,NPC #8134,It's an NPC.,1,0
8144,18,NPC #8144,It's an NPC.,1,0
8155,85,NPC #8155,It's an NPC.,1,0
8164,85,NPC #8164,It's an NPC.,1,0
8174,0,NPC #8174,It's an NPC.,1,0
8183,1,NPC #8183,It's an NPC.,1,0
8195,1,NPC #8195,It's an NPC.,1,0
8203,0,NPC #8203,It's an NPC.,1,0
8216,0,NPC #8216,It's an NPC.,1,0
8222,0,NPC #8222,It's an NPC.,1,0
8243,37,NPC #8243,It's an NPC.,1,0
8252,0,NPC #8252,It's an NPC.,1,0
8265,1,NPC #8265,It's an NPC.,1,0
8278,1,NPC #8278,It's an NPC.,1,0
6730,126,Revenant knight,Rev knight that roams the wilderness.,1,300
6740,0,NPC #6740,It's an NPC.,1,0
6750,0,NPC #6750,It's an NPC.,1,0
6760,125,NPC #6760,It's an NPC.,1,0
6773,103,NPC #6773,It's an NPC.,1,0
6783,0,NPC #6783,It's an NPC.,1,0
6790,139,NPC #6790,It's an NPC.,1,0
6799,131,NPC #6799,It's an NPC.,1,0
6812,141,NPC #6812,It's an NPC.,1,0
6822,0,NPC #6822,It's an NPC.,1,0
6830,26,NPC #6830,It's an NPC.,1,0
6843,0,NPC #6843,It's an NPC.,1,0
6863,0,NPC #6863,It's an NPC.,1,0
6868,58,NPC #6868,It's an NPC.,1,0
6883,0,NPC #6883,It's an NPC.,1,0
6890,112,NPC #6890,It's an NPC.,1,0
6898,0,NPC #6898,It's an NPC.,1,0
6913,0,NPC #6913,It's an NPC.,1,0
6923,0,NPC #6923,It's an NPC.,1,0
6934,0,NPC #6934,It's an NPC.,1,0
6945,0,NPC #6945,It's an NPC.,1,0
6955,0,NPC #6955,It's an NPC.,1,0
6964,0,NPC #6964,It's an NPC.,1,0
6973,33,NPC #6973,It's an NPC.,1,0
6983,33,NPC #6983,It's an NPC.,1,0
6996,0,NPC #6996,It's an NPC.,1,0
7006,0,NPC #7006,It's an NPC.,1,0
7016,0,NPC #7016,It's an NPC.,1,0
7033,1,NPC #7033,It's an NPC.,1,0
7044,0,NPC #7044,It's an NPC.,1,0
7054,0,NPC #7054,It's an NPC.,1,0
7066,0,NPC #7066,It's an NPC.,1,0
7076,0,NPC #7076,It's an NPC.,1,0
7084,0,NPC #7084,It's an NPC.,1,0
7093,1,NPC #7093,It's an NPC.,1,0
7103,0,NPC #7103,It's an NPC.,1,0
7112,10,NPC #7112,It's an NPC.,1,0
7126,0,NPC #7126,It's an NPC.,1,0
7134,267,NPC #7134,It's an NPC.,1,0
7145,0,NPC #7145,It's an NPC.,1,0
7154,0,NPC #7154,It's an NPC.,1,0
7163,1,NPC #7163,It's an NPC.,1,0
7174,0,NPC #7174,It's an NPC.,1,0
7183,0,NPC #7183,It's an NPC.,1,0
7202,0,NPC #7202,It's an NPC.,1,0
7215,0,NPC #7215,It's an NPC.,1,0
7224,0,NPC #7224,It's an NPC.,1,0
7233,0,NPC #7233,It's an NPC.,1,0
7612,130,NPC #7612,It's an NPC.,1,0
7653,0,NPC #7653,It's an NPC.,1,0
7671,0,NPC #7671,It's an NPC.,1,0
7683,120,NPC #7683,It's an NPC.,1,0
7693,130,NPC #7693,It's an NPC.,1,0
7706,140,NPC #7706,It's an NPC.,1,0
7715,13,NPC #7715,It's an NPC.,1,0
7722,0,NPC #7722,It's an NPC.,1,0
7734,1,NPC #7734,It's an NPC.,1,0
7745,0,NPC #7745,It's an NPC.,1,0
7754,0,NPC #7754,It's an NPC.,1,0
7761,0,NPC #7761,It's an NPC.,1,0
7771,100,NPC #7771,It's an NPC.,1,0
7787,138,NPC #7787,It's an NPC.,1,0
7796,0,NPC #7796,It's an NPC.,1,0
7806,0,NPC #7806,It's an NPC.,1,0
7819,18,NPC #7819,It's an NPC.,1,0
7826,0,NPC #7826,It's an NPC.,1,0
7848,0,NPC #7848,It's an NPC.,1,0
7858,0,NPC #7858,It's an NPC.,1,0
7866,0,NPC #7866,It's an NPC.,1,0
7877,2,NPC #7877,It's an NPC.,1,0
7889,0,NPC #7889,It's an NPC.,1,0
7899,1,NPC #7899,It's an NPC.,1,0
7912,0,NPC #7912,It's an NPC.,1,0
7918,2,NPC #7918,It's an NPC.,1,0
7933,0,NPC #7933,It's an NPC.,1,0
7937,0,NPC #7937,It's an NPC.,1,0
7947,243,NPC #7947,It's an NPC.,1,0
7959,0,NPC #7959,It's an NPC.,1,0
7973,1,NPC #7973,It's an NPC.,1,0
7978,0,NPC #7978,It's an NPC.,1,0
7987,0,NPC #7987,It's an NPC.,1,0
7997,717,NPC #7997,It's an NPC.,1,0
8022,0,NPC #8022,It's an NPC.,1,0
8027,0,NPC #8027,It's an NPC.,1,0
8042,0,NPC #8042,It's an NPC.,1,0
8049,0,NPC #8049,It's an NPC.,1,0
8060,0,NPC #8060,It's an NPC.,1,0
8073,1,NPC #8073,It's an NPC.,1,0
8082,0,NPC #8082,It's an NPC.,1,0
8091,0,NPC #8091,It's an NPC.,1,0
8097,0,NPC #8097,It's an NPC.,1,0
8113,0,NPC #8113,It's an NPC.,1,0
8119,0,NPC #8119,It's an NPC.,1,0
8129,752,NPC #8129,It's an NPC.,1,0
8141,1,NPC #8141,It's an NPC.,1,0
8151,85,NPC #8151,It's an NPC.,1,0
8162,85,NPC #8162,It's an NPC.,1,0
8171,0,NPC #8171,It's an NPC.,1,0
8180,1,NPC #8180,It's an NPC.,1,0
8187,1,NPC #8187,It's an NPC.,1,0
8189,1,NPC #8189,It's an NPC.,1,0
8200,1,NPC #8200,It's an NPC.,1,0
8201,0,NPC #8201,It's an NPC.,1,0
8209,0,NPC #8209,It's an NPC.,1,0
8217,0,NPC #8217,It's an NPC.,1,0
8231,0,NPC #8231,It's an NPC.,1,0
8240,0,NPC #8240,It's an NPC.,1,0
8249,139,NPC #8249,It's an NPC.,1,0
8258,1,NPC #8258,It's an NPC.,1,0
8269,1,NPC #8269,It's an NPC.,1,0
8272,0,NPC #8272,It's an NPC.,1,0
6731,0,NPC #6731,It's an NPC.,1,0
6742,0,NPC #6742,It's an NPC.,1,0
6746,0,NPC #6746,It's an NPC.,1,0
6764,97,NPC #6764,It's an NPC.,1,0
6774,112,NPC #6774,It's an NPC.,1,0
6786,0,NPC #6786,It's an NPC.,1,0
6797,26,NPC #6797,It's an NPC.,1,0
6804,0,NPC #6804,It's an NPC.,1,0
6816,86,NPC #6816,It's an NPC.,1,0
6827,0,NPC #6827,It's an NPC.,1,0
6835,0,NPC #6835,It's an NPC.,1,0
6845,0,NPC #6845,It's an NPC.,1,0
6856,70,NPC #6856,It's an NPC.,1,0
6866,101,NPC #6866,It's an NPC.,1,0
6874,175,NPC #6874,It's an NPC.,1,0
6886,64,NPC #6886,It's an NPC.,1,0
6895,0,NPC #6895,It's an NPC.,1,0
6907,0,NPC #6907,It's an NPC.,1,0
6914,0,NPC #6914,It's an NPC.,1,0
6937,0,NPC #6937,It's an NPC.,1,0
6944,0,NPC #6944,It's an NPC.,1,0
6954,0,NPC #6954,It's an NPC.,1,0
6965,0,NPC #6965,It's an NPC.,1,0
6972,33,NPC #6972,It's an NPC.,1,0
6986,33,NPC #6986,It's an NPC.,1,0
6992,0,NPC #6992,It's an NPC.,1,0
7004,86,NPC #7004,It's an NPC.,1,0
7013,0,NPC #7013,It's an NPC.,1,0
7024,0,NPC #7024,It's an NPC.,1,0
7034,1,NPC #7034,It's an NPC.,1,0
7046,0,NPC #7046,It's an NPC.,1,0
7053,0,NPC #7053,It's an NPC.,1,0
7065,0,NPC #7065,It's an NPC.,1,0
7074,0,NPC #7074,It's an NPC.,1,0
7083,0,NPC #7083,It's an NPC.,1,0
7105,13,NPC #7105,It's an NPC.,1,0
7114,10,NPC #7114,It's an NPC.,1,0
7122,0,NPC #7122,It's an NPC.,1,0
7136,0,NPC #7136,It's an NPC.,1,0
7143,0,NPC #7143,It's an NPC.,1,0
7152,0,NPC #7152,It's an NPC.,1,0
7165,0,NPC #7165,It's an NPC.,1,0
7175,0,NPC #7175,It's an NPC.,1,0
7184,0,NPC #7184,It's an NPC.,1,0
7195,1,NPC #7195,It's an NPC.,1,0
7204,0,NPC #7204,It's an NPC.,1,0
7214,0,NPC #7214,It's an NPC.,1,0
7226,0,NPC #7226,It's an NPC.,1,0
7236,0,NPC #7236,It's an NPC.,1,0
7646,80,NPC #7646,It's an NPC.,1,0
8190,1,NPC #8190,It's an NPC.,1,0
8199,1,NPC #8199,It's an NPC.,1,0
8205,0,NPC #8205,It's an NPC.,1,0
8208,-1,NPC #8208,It's an NPC.,1,0
8211,0,NPC #8211,It's an NPC.,1,0
8214,0,NPC #8214,It's an NPC.,1,0
8218,0,NPC #8218,It's an NPC.,1,0
8221,0,NPC #8221,It's an NPC.,1,0
8225,0,NPC #8225,It's an NPC.,1,0
8227,0,NPC #8227,It's an NPC.,1,0
8230,0,NPC #8230,It's an NPC.,1,0
8235,0,NPC #8235,It's an NPC.,1,0
8239,0,NPC #8239,It's an NPC.,1,0
8241,25,NPC #8241,It's an NPC.,1,0
8242,0,NPC #8242,It's an NPC.,1,0
8247,93,NPC #8247,It's an NPC.,1,0
8248,0,NPC #8248,It's an NPC.,1,0
8257,1,NPC #8257,It's an NPC.,1,0
8261,1,NPC #8261,It's an NPC.,1,0
8266,1,NPC #8266,It's an NPC.,1,0
8268,0,NPC #8268,It's an NPC.,1,0
8271,1,NPC #8271,It's an NPC.,1,0
8274,0,NPC #8274,It's an NPC.,1,0
8275,0,NPC #8275,It's an NPC.,1,0
8280,0,NPC #8280,It's an NPC.,1,0
8283,454,NPC #8283,It's an NPC.,1,0
8285,0,NPC #8285,It's an NPC.,1,0
8286,92,NPC #8286,It's an NPC.,1,0
8292,92,NPC #8292,It's an NPC.,1,0
8295,92,NPC #8295,It's an NPC.,1,0
8300,197,NPC #8300,It's an NPC.,1,0
8303,197,NPC #8303,It's an NPC.,1,0
8305,197,NPC #8305,It's an NPC.,1,0
8313,122,NPC #8313,It's an NPC.,1,0
8315,122,NPC #8315,It's an NPC.,1,0
8317,79,NPC #8317,It's an NPC.,1,0
8322,79,NPC #8322,It's an NPC.,1,0
8324,138,NPC #8324,It's an NPC.,1,0
8326,138,NPC #8326,It's an NPC.,1,0
8332,45,NPC #8332,It's an NPC.,1,0
8333,43,NPC #8333,It's an NPC.,1,0
8336,0,NPC #8336,It's an NPC.,1,0
8343,57,NPC #8343,It's an NPC.,1,0
8344,57,NPC #8344,It's an NPC.,1,0
8346,0,NPC #8346,It's an NPC.,1,0
8353,450,NPC #8353,It's an NPC.,1,0
8355,450,NPC #8355,It's an NPC.,1,0
8356,450,NPC #8356,It's an NPC.,1,0
8362,450,NPC #8362,It's an NPC.,1,0
8368,1,NPC #8368,It's an NPC.,1,0
8373,1,NPC #8373,It's an NPC.,1,0
8375,1,NPC #8375,It's an NPC.,1,0
8379,100,NPC #8379,It's an NPC.,1,0
8383,125,NPC #8383,It's an NPC.,1,0
8385,74,NPC #8385,It's an NPC.,1,0
8389,74,NPC #8389,It's an NPC.,1,0
8394,0,NPC #8394,It's an NPC.,1,0
8395,0,NPC #8395,It's an NPC.,1,0
8398,0,NPC #8398,It's an NPC.,1,0
8402,0,NPC #8402,It's an NPC.,1,0
8403,0,NPC #8403,It's an NPC.,1,0
8407,0,NPC #8407,It's an NPC.,1,0
8412,0,NPC #8412,It's an NPC.,1,0
8415,0,NPC #8415,It's an NPC.,1,0
8419,0,NPC #8419,It's an NPC.,1,0
8425,0,NPC #8425,It's an NPC.,1,0
8429,0,NPC #8429,It's an NPC.,1,0
8433,0,NPC #8433,It's an NPC.,1,0
8434,0,NPC #8434,It's an NPC.,1,0
8438,95,NPC #8438,It's an NPC.,1,0
8444,0,NPC #8444,It's an NPC.,1,0
8445,0,NPC #8445,It's an NPC.,1,0
8448,0,NPC #8448,It's an NPC.,1,0
8454,0,NPC #8454,It's an NPC.,1,0
8455,0,NPC #8455,It's an NPC.,1,0
8460,1,NPC #8460,It's an NPC.,1,0
8463,0,NPC #8463,It's an NPC.,1,0
8465,0,NPC #8465,It's an NPC.,1,0
8467,0,NPC #8467,It's an NPC.,1,0
8474,1,NPC #8474,It's an NPC.,1,0
8475,1,NPC #8475,It's an NPC.,1,0
8483,1,NPC #8483,It's an NPC.,1,0
8484,0,NPC #8484,It's an NPC.,1,0
8491,0,NPC #8491,It's an NPC.,1,0
8494,0,NPC #8494,It's an NPC.,1,0
8495,0,NPC #8495,It's an NPC.,1,0
8497,0,NPC #8497,It's an NPC.,1,0
8503,0,NPC #8503,It's an NPC.,1,0
8505,0,NPC #8505,It's an NPC.,1,0
8508,0,NPC #8508,It's an NPC.,1,0
8513,0,NPC #8513,It's an NPC.,1,0
8514,0,NPC #8514,It's an NPC.,1,0
8517,0,NPC #8517,It's an NPC.,1,0
8522,1,NPC #8522,It's an NPC.,1,0
8525,1,NPC #8525,It's an NPC.,1,0
8531,1,NPC #8531,It's an NPC.,1,0
8533,1,NPC #8533,It's an NPC.,1,0
8538,0,NPC #8538,It's an NPC.,1,0
8543,0,NPC #8543,It's an NPC.,1,0
8544,0,NPC #8544,It's an NPC.,1,0
8548,0,NPC #8548,It's an NPC.,1,0
8552,0,NPC #8552,It's an NPC.,1,0
8555,0,NPC #8555,It's an NPC.,1,0
8557,100,NPC #8557,It's an NPC.,1,0
8564,107,NPC #8564,It's an NPC.,1,0
8565,82,NPC #8565,It's an NPC.,1,0
8566,82,NPC #8566,It's an NPC.,1,0
8575,0,NPC #8575,It's an NPC.,1,0
8576,124,NPC #8576,It's an NPC.,1,0
8584,0,NPC #8584,It's an NPC.,1,0
8586,0,NPC #8586,It's an NPC.,1,0
8184,1,NPC #8184,It's an NPC.,1,0
8207,0,NPC #8207,It's an NPC.,1,0
8219,0,NPC #8219,It's an NPC.,1,0
8224,0,NPC #8224,It's an NPC.,1,0
8226,0,NPC #8226,It's an NPC.,1,0
8228,0,NPC #8228,It's an NPC.,1,0
8229,0,NPC #8229,It's an NPC.,1,0
8233,0,NPC #8233,It's an NPC.,1,0
8236,0,NPC #8236,It's an NPC.,1,0
8237,0,NPC #8237,It's an NPC.,1,0
8238,0,NPC #8238,It's an NPC.,1,0
8245,58,NPC #8245,It's an NPC.,1,0
8246,0,NPC #8246,It's an NPC.,1,0
